event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
4702,Delta,api,media,10.67,2.72,39,1,84.0,7.14,success
1188,Gamma,auth,media,9.88,4.34,31,0,90.8,6.22,success
2487,Beta,ui,media,4.74,4.09,19,1,89.1,7.24,success
4656,Gamma,auth,baja,10.07,1.83,59,0,84.1,34.72,success
316,Alpha,payments,critica,8.02,3.02,234,1,61.2,1.11,success
1261,Alpha,ui,baja,5.06,1.97,135,0,96.5,14.79,success
2365,Beta,payments,baja,7.73,3.73,162,0,77.4,3.92,success
3843,Gamma,api,baja,8.22,2.69,101,1,85.0,5.37,success
1413,Beta,api,baja,10.97,4.53,61,0,83.2,6.66,failed
2303,Delta,api,baja,13.02,4.37,107,2,82.3,9.43,failed
3130,Gamma,auth,alta,2.97,4.93,31,2,71.0,5.54,success
70,Gamma,api,media,17.09,3.89,14,0,84.0,18.59,success
1823,Beta,payments,baja,6.5,2.07,99,0,90.0,2.18,success
1895,Delta,ui,critica,11.34,3.68,98,1,93.1,4.59,success
1655,Beta,auth,baja,6.35,1.89,32,0,88.4,9.61,success
1544,Beta,payments,media,10.97,4.06,49,1,82.1,6.23,success
2858,Alpha,payments,alta,7.72,3.62,54,0,90.5,6.25,success
3120,Delta,api,baja,2.79,5.96,199,1,88.7,54.61,failed
4027,Delta,auth,baja,18.63,4.98,13,0,86.5,13.02,success
656,Alpha,auth,baja,6.26,2.3,116,0,85.5,2.81,success
1256,Delta,api,media,11.19,5.97,387,0,94.5,12.72,success
2588,Gamma,api,alta,4.75,3.45,155,2,83.0,4.37,success
4909,Alpha,notifications,alta,8.41,2.45,43,0,97.5,3.04,success
3086,Alpha,ui,alta,5.96,5.88,65,1,95.6,12.48,success
1375,Alpha,ui,critica,6.5,3.16,70,1,82.7,4.04,success
3541,Delta,api,media,6.83,6.19,103,1,77.4,8.5,success
388,Alpha,ui,baja,8.4,3.78,42,0,76.0,10.69,success
3668,Beta,api,baja,4.85,2.2,189,1,81.5,3.55,success
4222,Gamma,ui,baja,4.11,2.13,25,0,83.8,20.95,success
2823,Delta,ui,alta,6.43,2.09,82,1,86.3,14.4,success
3989,Beta,payments,media,12.99,4.73,47,0,91.9,3.41,success
4653,Beta,ui,media,3.45,4.2,193,1,78.7,4.06,success
411,Alpha,api,media,9.43,6.15,345,1,84.8,45.97,success
788,Beta,ui,media,3.63,4.92,111,1,82.1,9.08,success
110,Alpha,payments,baja,3.02,3.06,95,1,79.5,4.52,success
2522,Alpha,auth,media,7.47,1.78,226,0,84.9,3.67,success
1667,Beta,api,media,4.35,3.89,117,0,78.9,5.53,success
3372,Alpha,auth,media,3.36,3.91,59,0,85.7,9.59,success
2608,Alpha,payments,baja,4.36,5.18,163,2,60.8,11.26,success
4727,Delta,api,baja,10.57,2.25,189,2,91.8,6.31,success
682,Gamma,payments,media,7.18,4.4,259,1,84.8,4.13,success
466,Alpha,ui,media,7.56,3.71,213,1,93.2,25.97,success
813,Beta,auth,media,6.4,3.78,49,0,86.7,1.71,success
2649,Alpha,auth,baja,7.46,,119,1,,4.0,success
1176,Beta,api,media,8.08,2.08,651,6,95.2,7.3,success
2806,Delta,payments,baja,5.6,5.2,127,0,86.2,7.25,success
1322,Gamma,api,baja,8.99,2.66,203,0,97.4,12.18,success
997,Beta,api,alta,8.75,3.26,67,0,82.4,12.06,success
1193,Alpha,api,alta,6.04,2.49,18,1,89.4,6.24,success
4419,Gamma,api,media,8.81,1.83,53,0,89.3,8.83,success
1506,Gamma,payments,media,7.27,2.5,63,1,96.2,8.57,success
2859,Delta,payments,baja,11.5,2.86,46,0,87.7,13.33,success
2216,Delta,api,baja,9.61,2.03,105,1,67.4,13.77,success
2971,Beta,search,media,9.04,2.46,423,2,79.6,8.82,success
2268,Beta,ui,critica,3.45,2.67,194,0,79.4,1.9,success
3928,Gamma,ui,baja,6.68,2.99,75,0,82.7,4.26,success
178,Beta,api,baja,9.2,4.25,82,1,81.5,25.66,success
3454,Alpha,ui,baja,15.69,,59,1,90.8,4.51,success
2752,Alpha,notifications,alta,5.32,2.12,160,1,73.2,10.0,success
81,Gamma,api,baja,9.11,4.29,180,0,86.3,4.63,success
1254,Delta,auth,baja,10.75,2.95,274,2,83.2,19.57,success
1615,Alpha,api,media,6.75,3.54,195,2,78.6,7.8,success
3786,Beta,ui,media,4.46,3.24,72,3,86.3,7.49,success
2378,Beta,ui,baja,8.0,2.86,207,1,85.8,2.21,success
2342,Delta,ui,baja,15.77,3.8,46,0,,3.13,success
2562,Beta,auth,media,6.3,3.09,128,1,92.7,11.41,success
222,Alpha,ui,alta,5.16,2.77,22,1,62.1,5.44,success
94,Beta,search,alta,16.34,3.09,164,1,86.2,6.06,success
2623,Beta,payments,baja,9.79,8.54,24,1,86.8,18.28,success
806,Alpha,search,media,6.46,3.93,107,0,87.4,8.55,success
3443,Alpha,payments,baja,6.77,1.45,123,1,90.4,3.36,success
4693,Delta,notifications,media,8.05,5.69,43,0,75.2,12.37,success
2312,Delta,ui,baja,12.33,3.4,238,0,80.1,4.1,success
916,Delta,notifications,baja,7.44,3.45,210,1,85.8,26.53,success
1747,Alpha,search,media,8.37,3.06,235,0,89.1,21.59,success
4617,Alpha,ui,critica,4.36,4.46,166,3,,4.44,success
3684,Beta,auth,baja,2.72,1.49,72,1,,19.27,success
3222,Gamma,ui,alta,8.7,2.65,144,1,76.2,9.7,success
2664,Alpha,api,baja,7.52,2.9,31,0,88.2,3.05,success
932,Alpha,auth,baja,5.28,4.12,100,0,93.1,11.54,success
734,Alpha,api,media,7.24,4.74,72,1,87.2,10.49,success
2527,Beta,auth,baja,9.45,5.07,345,0,95.0,8.09,success
1861,Beta,search,baja,4.73,,126,0,97.6,10.08,success
658,Beta,auth,baja,12.09,3.96,54,0,83.2,15.82,success
3934,Beta,search,media,4.19,3.78,84,0,72.3,13.57,success
3197,Alpha,ui,baja,6.25,8.34,354,2,82.9,6.75,success
2118,Gamma,ui,alta,9.85,5.25,64,0,83.0,3.19,success
4292,Alpha,ui,critica,4.44,2.62,473,3,83.2,4.15,success
2804,Beta,notifications,critica,10.56,5.53,365,1,84.1,5.48,success
4357,Delta,notifications,baja,6.97,4.35,48,0,84.0,12.84,success
3129,Delta,auth,baja,4.15,2.3,71,0,94.4,8.63,success
3290,Alpha,api,critica,4.48,2.55,175,0,77.5,9.45,success
578,Beta,notifications,media,4.19,2.51,268,3,93.5,4.99,success
1809,Gamma,notifications,baja,13.35,4.31,107,0,91.6,21.12,success
4597,Beta,api,media,6.54,2.97,98,1,83.4,5.28,success
2650,Beta,api,alta,8.72,4.83,143,1,85.5,5.3,success
643,Gamma,notifications,media,7.53,2.43,191,4,60.4,2.25,success
2116,Gamma,auth,media,8.86,5.17,48,3,89.9,3.35,rolled_back
1058,Alpha,auth,alta,5.83,2.73,102,1,90.4,22.72,success
743,Beta,api,media,5.02,2.54,111,1,91.8,23.71,success
220,Gamma,api,baja,11.63,3.3,226,3,88.0,10.71,success
3347,Gamma,ui,media,14.54,2.59,176,1,91.6,5.13,success
2068,Gamma,api,media,10.12,3.05,187,0,89.3,9.98,success
722,Beta,ui,baja,4.99,3.95,80,1,90.1,8.1,success
4910,Alpha,api,alta,8.56,5.04,36,0,93.3,48.02,success
2789,Delta,api,baja,8.54,4.12,166,0,80.9,4.33,success
2331,Delta,api,critica,5.43,4.05,187,4,85.2,1.54,success
44,Beta,api,media,14.58,1.17,212,2,106.9,3.43,success
4454,Gamma,payments,alta,9.31,4.69,119,1,66.7,5.96,success
211,Gamma,payments,media,8.03,4.06,144,2,90.5,3.22,success
3097,Beta,api,media,9.41,5.3,97,2,96.1,9.34,success
355,Gamma,search,media,17.48,6.26,124,0,94.8,9.33,success
1452,Beta,ui,alta,6.43,1.75,208,0,83.8,3.08,success
4771,Alpha,notifications,baja,6.65,2.55,80,0,70.3,15.99,success
1136,Gamma,notifications,media,20.6,3.34,78,0,69.7,8.21,success
4560,Beta,api,baja,13.22,3.48,39,0,91.8,3.62,success
1169,Beta,search,alta,15.79,3.98,206,1,87.5,4.25,success
368,Alpha,search,media,2.53,2.67,213,0,86.7,9.94,success
3602,Alpha,auth,alta,11.86,1.79,269,3,90.3,8.46,failed
3732,Gamma,ui,media,11.45,5.09,183,1,90.3,7.34,success
1546,Delta,auth,alta,15.74,1.42,132,0,84.9,3.02,success
136,Beta,api,baja,11.13,3.42,80,0,87.6,12.05,success
4004,Alpha,search,baja,17.12,2.1,48,1,92.0,10.76,success
48,Delta,auth,media,5.23,2.79,22,0,80.7,3.0,success
2510,Alpha,search,media,3.5,1.44,68,1,73.5,7.67,success
3677,Gamma,auth,baja,6.61,2.81,23,0,92.7,9.11,success
3564,Alpha,ui,media,5.5,2.87,126,2,91.6,3.71,success
970,Beta,search,alta,13.47,3.58,337,0,76.7,12.06,success
3631,Beta,api,baja,11.46,3.95,99,0,90.0,14.94,success
712,Beta,payments,baja,5.76,2.27,111,0,97.8,7.79,success
62,Alpha,search,media,9.88,4.95,87,0,,4.78,success
1425,Beta,payments,media,6.1,4.5,220,3,86.0,10.72,success
3804,Gamma,search,media,14.8,5.91,417,1,88.6,3.04,success
96,Alpha,payments,media,5.93,,78,1,81.1,23.73,success
479,Alpha,auth,baja,4.41,1.91,64,0,88.3,3.41,success
1722,Alpha,ui,media,13.2,4.54,24,1,90.4,3.55,success
3882,Delta,ui,baja,15.23,2.27,180,1,93.3,24.95,success
4743,Alpha,ui,critica,7.96,6.73,244,3,86.4,3.6,success
1243,Delta,search,media,5.57,5.41,174,2,,1.6,success
625,Alpha,api,critica,10.98,3.39,64,2,75.7,4.68,success
706,Delta,auth,baja,5.97,3.62,84,0,85.6,6.02,success
323,Gamma,search,media,9.41,3.15,87,0,77.2,7.86,success
1127,Beta,api,media,14.24,1.47,121,1,89.2,17.82,success
2228,Beta,api,media,5.02,3.66,38,1,76.5,12.97,success
3884,Gamma,api,media,5.21,1.94,61,0,80.9,5.25,success
4854,Gamma,api,media,10.31,4.04,58,0,90.0,6.44,success
2230,Beta,api,critica,8.07,8.35,330,4,93.5,2.68,success
3947,Beta,auth,critica,11.0,2.34,130,0,75.2,7.03,success
3765,Alpha,api,baja,7.69,4.04,144,0,84.2,35.64,success
4040,Alpha,search,baja,4.11,6.5,27,0,71.5,19.57,success
292,Beta,api,media,10.88,3.33,277,2,70.5,2.09,success
1616,Beta,auth,media,8.01,3.01,147,0,97.6,6.74,success
908,Beta,ui,critica,11.63,4.07,223,1,98.9,11.24,success
534,Alpha,api,media,8.66,6.0,210,1,77.3,3.23,success
1542,Beta,search,critica,4.62,4.2,228,3,78.0,3.74,success
1095,Gamma,auth,media,6.35,3.15,106,1,91.6,10.67,success
1663,Beta,payments,media,3.2,3.69,194,1,91.6,8.67,success
4963,Alpha,auth,baja,6.67,3.04,49,0,90.6,28.32,success
2488,Beta,payments,alta,5.13,4.39,157,0,91.0,1.84,success
1558,Alpha,api,baja,3.82,3.11,42,0,90.3,7.3,success
4401,Gamma,payments,media,4.46,3.29,43,1,88.1,6.42,success
4184,Beta,search,baja,5.68,1.74,111,0,77.5,4.84,success
3476,Alpha,ui,baja,8.53,7.08,363,3,89.2,4.9,success
1472,Delta,auth,media,31.73,3.87,121,0,89.6,10.05,success
2772,Beta,api,media,11.42,2.01,80,0,91.5,2.49,success
2759,Gamma,auth,media,11.47,1.68,262,1,75.2,7.26,success
2686,Delta,notifications,media,13.73,3.97,276,4,70.2,12.66,success
4389,Gamma,api,baja,8.57,3.39,148,0,88.9,5.42,success
3059,Alpha,ui,baja,2.7,4.34,269,1,82.8,9.11,success
4378,Gamma,search,alta,10.47,2.66,309,2,82.2,6.88,success
1894,Delta,ui,baja,9.12,4.03,12,0,84.5,7.36,success
2246,Delta,auth,alta,5.77,3.6,229,2,92.0,18.13,success
4322,Alpha,notifications,alta,2.79,4.44,249,1,88.1,17.0,success
4534,Alpha,ui,baja,7.09,4.75,199,0,91.4,1.78,success
4929,Gamma,notifications,media,12.89,2.33,74,1,,15.51,success
3558,Alpha,ui,baja,8.14,2.78,215,0,76.9,8.44,success
1589,Alpha,ui,media,14.61,5.57,101,1,82.9,4.2,success
3990,Delta,auth,baja,11.69,4.67,181,1,86.2,11.0,success
4242,Gamma,ui,media,4.88,3.99,116,1,70.0,3.0,failed
3362,Beta,api,media,9.41,4.92,196,0,94.8,3.71,success
2054,Alpha,search,alta,5.28,3.7,433,3,84.0,4.97,success
1906,Alpha,ui,critica,1.6,2.19,557,9,70.3,6.66,failed
2938,Beta,auth,media,11.6,3.47,81,1,78.6,8.44,success
1673,Delta,notifications,baja,8.0,1.95,552,4,90.6,15.66,success
2439,Delta,payments,alta,6.55,3.5,102,1,86.0,8.74,success
3623,Gamma,notifications,alta,6.43,3.52,178,0,66.6,7.28,success
2174,Beta,ui,media,8.66,3.11,115,1,80.8,5.02,success
3723,Alpha,api,critica,6.74,2.55,219,0,71.4,2.3,success
4926,Gamma,api,baja,6.03,3.55,33,0,80.1,,success
1698,Beta,auth,alta,7.53,3.43,103,0,84.5,7.51,success
2477,Alpha,auth,media,6.35,4.06,259,1,90.5,22.56,success
2173,Beta,auth,alta,14.31,2.78,356,1,73.7,9.66,success
71,Alpha,auth,baja,7.66,2.86,150,0,,43.84,success
2169,Gamma,payments,media,2.87,3.54,350,4,97.9,13.22,success
3096,Gamma,search,media,7.45,3.53,146,0,83.2,6.13,success
3379,Gamma,notifications,alta,5.9,3.91,48,2,89.9,7.24,success
3251,Delta,payments,baja,7.7,2.23,82,2,83.7,7.61,success
1042,Beta,notifications,media,5.85,3.2,16,2,71.1,4.53,failed
3190,Beta,ui,critica,8.48,5.33,375,3,66.6,6.66,success
4999,Beta,notifications,alta,12.11,2.13,19,0,78.4,3.22,success
4372,Beta,auth,baja,6.62,3.8,63,1,86.0,40.73,success
4819,Gamma,api,alta,10.42,5.25,253,2,88.2,6.59,success
3022,Alpha,search,media,6.57,3.34,84,2,70.5,9.98,rolled_back
4794,Beta,notifications,baja,10.44,3.66,33,0,75.5,23.38,success
4218,Alpha,ui,critica,8.34,4.25,65,1,87.6,4.79,success
2178,Alpha,payments,critica,10.66,4.21,95,0,67.2,5.77,success
830,Beta,notifications,media,9.52,2.96,93,2,76.5,7.48,success
1505,Beta,search,media,11.2,5.05,50,2,91.9,6.47,success
3766,Alpha,ui,media,6.32,2.7,127,0,,6.63,success
3036,Delta,ui,critica,11.05,5.02,252,0,80.9,3.54,success
2844,Delta,ui,baja,8.82,3.5,158,0,78.2,6.81,success
857,Beta,api,media,25.41,2.14,27,0,95.9,6.74,success
634,Beta,ui,baja,5.58,3.83,60,0,95.6,9.16,success
3738,Beta,payments,alta,16.1,3.42,260,0,96.8,9.03,success
1184,Gamma,payments, media,13.34,4.29,76,0,83.1,22.25,success
2589,Beta,ui,critica,11.17,3.71,25,1,85.7,2.92,success
732,Alpha,payments,alta,11.61,6.4,37,0,79.7,3.79,success
4072,Beta,payments,alta,11.38,3.7,138,0,87.2,18.03,success
3041,Delta,payments,critica,11.03,2.01,138,3,84.5,4.48,success
3781,Gamma,payments,critica,4.34,6.02,104,3,85.2,12.05,rolled_back
953,Beta,payments,baja,5.32,4.61,124,0,85.1,17.3,success
1590,Beta,notifications,baja,6.66,4.25,218,2,89.1,2.56,rolled_back
890,Alpha,api,media,7.38,4.03,8,0,86.0,10.86,success
1376,Delta,notifications,media,4.57,5.07,50,4,81.0,5.06,success
3092,Alpha,auth,media,6.05,2.89,31,1,91.3,9.16,success
4181,Delta,api,baja,6.24,4.82,12,0,83.7,4.12,success
3612,Gamma,search,media,7.14,3.51,51,0,74.0,12.13,success
3361,Gamma,search,baja,13.02,3.0,76,0,97.5,14.77,success
234,Delta,search,alta,4.49,2.76,146,0,84.2,8.6,success
4575,Alpha,payments,alta,12.04,3.17,23,0,87.2,4.53,success
1984,Beta,auth,media,23.56,4.41,279,0,73.5,,success
416,Alpha,search,alta,3.17,3.51,291,1,77.4,6.84,success
1740,Alpha,auth,media,9.74,2.77,168,2,93.0,5.24,success
4223,Beta,auth,media,6.39,3.01,50,2,75.8,20.43,success
3593,Beta,api,media,10.84,2.74,228,0,84.5,15.21,success
765,Delta,api,critica,6.06,1.85,73,0,81.1,3.46,success
18,Beta,search,baja,3.11,2.68,89,1,74.3,8.92,success
3552,Alpha,notifications,media,3.05,4.2,250,1,76.8,8.22,success
4886,Delta,ui,media,3.96,6.73,140,1,85.2,4.82,success
3939,Alpha,search,baja,6.18,3.76,84,0,,11.5,success
597,Beta,notifications,media,5.34,2.76,161,1,96.7,3.42,success
1306,Delta,search,alta,11.58,2.35,273,4,80.1,5.98,success
4394,Delta,payments,media,14.24,2.48,98,1,87.4,3.58,success
1946,Alpha,api,alta,10.65,2.41,481,0,58.5,20.05,success
1527,Gamma,notifications,baja,5.87,6.41,164,1,80.7,9.53,success
2464,Delta,api,media,11.95,4.06,69,0,89.4,2.27,success
1434,Delta,ui,media,10.82,5.77,99,0,73.1,16.12,success
372,Gamma,search,baja,5.44,6.49,90,0,92.1,13.4,success
4370,Delta,api,media,9.91,5.1,11,0,94.2,4.95,success
599,Beta,auth,media,4.41,4.55,224,3,72.1,,success
239,Gamma,auth,media,19.5,3.8,15,0,93.4,3.96,success
3414,Beta,api,baja,8.56,2.99,29,0,86.3,5.32,success
3367,Alpha,ui,baja,13.97,5.87,157,0,73.4,2.88,success
4158,Beta,auth,media,6.09,4.68,91,1,74.5,10.4,success
4092,Alpha,api,media,15.58,1.61,276,1,89.7,8.3,success
4614,Gamma,api,baja,15.31,3.55,66,0,66.1,14.62,success
3590,Gamma,auth,media,8.63,6.26,111,0,,9.91,success
2595,Gamma,auth,media,7.7,2.28,198,0,77.3,4.14,success
3479,Gamma,notifications,alta,10.6,2.9,225,0,,1.31,success
3117,Delta,payments,media,9.54,2.32,68,0,86.8,3.27,success
4252,Alpha,ui,baja,11.14,3.49,18,0,92.1,11.99,success
3995,Alpha,notifications,baja,9.9,2.95,138,1,80.5,4.4,success
3047,Gamma,notifications,critica,8.85,4.61,99,2,88.6,5.66,failed
3239,Alpha,search,media,9.03,2.6,64,2,71.4,5.74,success
4919,Gamma,auth,baja,17.12,4.52,110,0,79.3,14.8,success
1039,Alpha,ui,critica,5.3,2.22,73,1,75.6,0.98,failed
4261,Alpha,search,baja,8.74,3.34,56,0,93.3,8.11,success
4606,Alpha,api,baja,3.88,6.2,95,0,83.6,35.08,success
2790,Delta,payments,baja,8.35,3.9,14,0,92.8,15.37,success
2500,Gamma,ui,media,7.75,2.4,178,3,88.8,11.31,success
2469,Beta,auth,alta,8.42,3.92,193,2,93.2,9.23,success
1635,Gamma,auth,alta,7.1,2.36,91,0,91.4,4.51,success
1433,Beta,search,alta,2.77,2.91,307,2,82.4,4.88,success
622,Beta,notifications,baja,8.44,1.79,20,0,82.5,5.68,success
2651,Delta,search,baja,6.49,2.11,73,0,85.6,24.35,success
4325,Gamma,notifications,alta,5.46,4.83,341,1,73.4,,success
567,Alpha,notifications,baja,7.41,1.53,63,1,85.8,5.88,success
4896,Gamma,payments,media,17.97,3.61,79,1,89.2,6.71,success
1282,Gamma,auth,critica,12.64,2.89,158,2,90.6,4.95,success
3917,Gamma,notifications,media,9.73,3.57,153,1,79.8,5.12,success
52,Delta,payments,media,6.72,3.57,23,0,73.2,37.33,success
3949,Beta,auth,media,5.74,7.45,143,0,80.4,14.68,success
1840,Beta,notifications,critica,4.7,2.69,90,0,,5.72,success
3830,Gamma,payments,media,10.64,4.22,40,0,87.0,4.0,success
1331,Beta,auth,media,5.43,1.96,192,2,97.8,2.67,success
535,Beta,search,baja,10.42,,98,0,83.7,9.83,success
3198,Gamma,search,media,4.36,3.46,80,0,,5.61,success
860,Alpha,notifications,media,6.87,5.55,260,1,83.2,4.59,success
444,Beta,auth,alta,11.13,2.77,197,1,71.6,4.55,success
2961,Beta,auth,alta,5.05,2.09,239,1,,5.39,success
196,Alpha,auth,alta,8.5,2.51,332,1,88.8,3.27,success
1118,Beta,api,alta,5.12,2.69,73,0,97.5,3.89,failed
3952,Beta,auth,media,14.13,3.95,103,1,97.2,13.97,success
3871,Delta,api,alta,10.29,,129,3,,1.72,success
1222,Delta,notifications,baja,7.22,2.02,77,1,90.6,8.04,success
3016,Alpha,search,media,12.1,7.08,98,0,96.0,6.84,success
2705,Beta,auth,media,12.51,2.26,220,1,87.8,7.01,success
2979,Delta,auth,alta,11.21,6.72,143,1,92.6,3.92,success
3900,Delta,notifications,baja,4.29,1.48,81,0,75.6,2.35,success
4126,Gamma,auth,media,6.12,1.77,260,0,70.1,11.58,success
645,Beta,ui,alta,7.56,3.61,70,0,71.0,2.69,success
804,Alpha,auth,alta,6.13,3.08,127,2,89.2,5.35,success
3536,Gamma,auth,media,11.02,5.16,361,1,89.7,1.86,success
1559,Delta,notifications,media,16.64,6.32,261,0,90.6,4.7,success
4412,Gamma,auth,alta,8.95,2.89,18,1,80.6,10.11,success
121,Beta,search,alta,5.6,4.07,35,3,84.2,8.35,success
1245,Beta,api,critica,8.24,2.53,65,1,78.8,3.92,success
3434,Beta,notifications,baja,17.18,2.22,199,0,91.7,13.55,success
4897,Delta,payments,critica,4.86,4.25,15,1,92.1,,success
2463,Alpha,search,alta,7.91,5.14,241,1,81.2,4.49,success
4284,Delta,auth,baja,5.44,2.88,85,2,59.8,3.29,success
135,Alpha,ui,media,4.22,4.1,77,0,79.8,27.63,success
2474,Gamma,ui,alta,11.88,3.26,99,0,85.5,2.12,success
3624,Beta,auth,media,8.66,2.73,16,0,76.3,6.85,success
4520,Beta,api,baja,9.3,2.75,105,0,89.1,3.47,success
185,Gamma,payments,baja,3.99,2.05,120,0,85.0,7.22,success
3383,Delta,auth,critica,9.53,3.27,206,0,93.0,3.75,success
3790,Alpha,search,baja,5.35,4.83,93,0,91.9,11.52,success
512,Beta,ui,baja,10.3,3.81,115,0,83.0,5.25,success
3978,Beta,search,baja,8.5,2.42,201,0,96.9,21.51,success
4070,Beta,auth,baja,13.23,2.9,227,0,98.6,15.21,success
3151,Alpha,search,media,5.26,2.96,135,1,86.1,15.05,success
3554,Beta,payments,baja,4.67,4.16,96,0,90.1,5.89,success
3730,Beta,notifications,media,9.14,2.07,565,2,84.4,3.31,success
3647,Gamma,api,alta,9.18,1.47,22,0,83.1,3.79,success
4604,Gamma,payments,critica,7.38,3.15,190,1,92.8,7.33,success
252,Delta,api,baja,11.15,3.6,144,0,97.1,15.95,success
978,Gamma,api,baja,9.17,2.99,307,2,84.3,3.64,success
2620,Beta,auth,media,7.47,2.33,182,1,89.9,2.6,success
4024,Beta,payments,baja,6.48,6.67,163,4,79.2,19.56,success
2814,Gamma,api,alta,6.29,2.56,76,0,86.9,8.27,success
123,Alpha,api,media,3.67,3.27,226,0,74.6,8.54,success
4967,Alpha,payments,baja,3.65,1.35,137,1,58.6,10.03,success
2618,Delta,notifications,media,8.58,3.31,174,0,85.7,8.38,success
2016,Gamma,payments,alta,12.28,3.47,182,3,71.5,11.96,success
1201,Delta,ui,media,5.51,3.8,87,0,,12.08,rolled_back
568,Gamma,auth,media,19.33,3.06,6,1,,,success
3304,Gamma,api,baja,12.02,1.37,129,0,97.3,7.92,success
4529,Beta,search,media,5.96,3.76,105,1,88.3,28.14,success
4300,Gamma,auth,media,16.65,5.75,105,2,74.5,4.84,success
1262,Beta,auth,media,6.89,4.29,210,0,78.5,2.95,success
3795,Alpha,notifications,alta,3.81,2.26,139,1,,12.43,success
4474,Beta,ui,baja,8.23,1.61,35,0,,27.05,success
1704,Gamma,search,alta,9.28,2.76,150,0,90.6,3.45,success
1050,Gamma,api,alta,21.39,1.99,402,2,95.5,8.35,success
3525,Beta,auth,alta,8.1,3.85,107,3,60.3,1.31,success
721,Alpha,notifications,media,5.13,2.31,76,0,93.8,5.22,success
3827,Alpha,api,media,5.33,6.66,45,0,77.1,6.63,success
4795,Beta,search,critica,11.16,3.69,218,2,,2.2,success
1996,Beta,api,baja,16.74,3.48,72,0,77.6,5.56,success
603,Gamma,api,alta,13.19,5.04,35,0,91.2,6.72,success
894,Delta,notifications,alta,6.26,5.36,301,1,64.1,7.4,success
3652,Beta,api,baja,3.1,3.08,52,0,87.6,10.54,success
4373,Gamma,api,alta,8.45,3.1,108,0,87.1,6.49,success
3471,Beta,ui,media,7.0,5.17,26,1,72.3,7.12,success
319,Delta,ui,media,8.28,5.16,58,0,77.9,1.91,success
4601,Alpha,ui,critica,10.93,5.86,117,0,82.1,3.27,success
4484,Gamma,ui,media,9.9,5.03,188,1,92.4,3.27,success
275,Delta,ui,critica,5.37,2.31,194,0,94.3,10.91,success
1872,Gamma,auth,media,6.97,5.61,253,4,82.9,4.39,failed
550,Alpha,api,alta,1.81,3.35,31,1,83.4,3.7,failed
766,Delta,payments,media,5.34,6.14,26,0,79.0,13.9,success
1742,Gamma,notifications,alta,12.33,1.81,107,2,84.8,3.22,success
4901,Beta,api,critica,18.47,3.34,46,0,91.3,2.52,success
4350,Beta,api,critica,7.53,2.93,219,4,85.5,4.0,success
606,Beta,api,media,8.54,2.14,222,2,79.7,6.03,success
4371,Beta,search,alta,13.21,6.59,163,2,84.6,3.09,success
528,Delta,api,baja,6.88,4.55,145,0,86.6,11.61,success
965,Gamma,notifications,alta,5.73,2.65,249,0,97.4,10.64,success
3378,Delta,auth,alta,6.52,3.87,42,1,87.7,22.97,success
4588,Gamma,api,media,10.56,4.32,143,0,86.2,12.19,success
3788,Alpha,api,media,13.9,2.99,253,1,93.2,9.48,failed
4835,Beta,auth,baja,4.12,4.66,174,1,75.1,14.93,success
2615,Beta,ui,baja,16.11,6.33,295,0,92.6,2.95,success
299,Alpha,payments,media,6.64,3.84,91,0,81.2,7.67,success
4519,Alpha,ui,baja,6.79,2.55,147,0,92.0,8.57,success
4021,Alpha,api,alta,8.1,2.69,79,2,83.9,3.25,success
3828,Alpha,ui,media,9.54,5.34,95,0,93.9,,success
2584,Beta,notifications,media,3.63,5.51,169,2,89.0,5.22,success
3741,Alpha,search,baja,3.7,2.29,66,1,79.6,24.64,failed
4082,Delta,auth,baja,3.45,2.73,58,0,80.6,9.16,success
4635,Beta,api,media,5.68,5.24,98,0,97.0,6.3,success
1352,Alpha,api,media,12.77,4.66,97,1,90.7,7.14,success
2306,Gamma,auth,media,4.29,4.93,124,1,87.7,10.31,success
757,Delta,notifications,media,4.84,1.74,77,0,90.1,3.14,success
1033,Beta,api,media,16.52,1.36,25,0,91.5,8.65,success
4744,Beta,api,baja,5.91,4.54,102,0,92.2,3.17,success
1483,Delta,ui,media,3.75,2.62,254,0,96.3,5.33,success
3789,Alpha,api,alta,4.33,1.79,88,1,91.9,3.93,success
1096,Gamma,auth,alta,6.48,3.49,342,1,94.8,4.47,success
2821,Delta,auth,media,14.94,2.4,136,0,83.3,2.99,success
4505,Beta,auth,media,10.03,2.47,125,0,82.3,7.54,success
377,Gamma,notifications,alta,6.92,3.37,32,1,94.8,4.15,success
3407,Gamma,auth,media,5.7,3.68,86,0,94.7,15.34,success
4264,Beta,api,media,8.93,2.32,84,1,66.8,6.21,success
2575,Gamma,api,media,7.13,3.69,25,1,75.7,3.12,success
3143,Alpha,api,media,3.62,3.32,32,0,95.7,12.21,success
379,Alpha,search,baja,8.38,4.3,172,1,80.4,6.47,success
1175,Alpha,api,alta,8.66,5.49,196,0,91.4,3.42,success
4870,Alpha,api,baja,8.15,2.36,164,1,92.1,7.82,success
1733,Alpha,api,media,3.21,3.62,51,0,83.2,3.65,success
4095,Alpha,api,baja,3.69,3.51,151,0,87.9,8.08,success
1345,Beta,ui,baja,7.81,7.07,260,0,74.0,3.95,success
1910,Alpha,auth,media,4.29,,90,1,84.8,17.65,success
